,,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency
Mean1,0.12025,0.12025,0.14825,0.027999999999999997,False,0.14375,0.17174999999999999,1,0.4412474053979421,0.13425,0.014000000000000012,0.013999999999999985,35.714285714285715
Mean1,0.292,0.292,0.3225,0.030500000000000027,False,0.14375,0.17425000000000002,1,0.4733392753711975,0.30725,0.015250000000000041,0.015249999999999986,32.78688524590161
Mean1,0.46625,0.46625,0.49475,0.028500000000000025,False,0.14200000000000002,0.17050000000000004,1,0.44708988042342723,0.48,0.013749999999999984,0.01475000000000004,35.08771929824558
Mean1,0.63675,0.63675,0.6645,0.02774999999999994,False,0.14375000000000004,0.17149999999999999,1,0.4407002373909954,0.65075,0.014000000000000012,0.013749999999999929,36.036036036036116
Mean1,0.80825,0.80825,0.8385,0.03025,False,0.14425,0.1745,1,0.46386944025109844,0.82325,0.015000000000000013,0.015249999999999986,33.057851239669425
Mean1,0.98275,0.98275,1.011,0.028249999999999886,False,0.14200000000000013,0.17025,1,0.44666727148364865,0.9965,0.01375000000000004,0.014499999999999846,35.398230088495716
Mean1,1.153,1.153,1.181,0.028000000000000025,False,0.14349999999999996,0.17149999999999999,1,0.4476013857354548,1.167,0.014000000000000012,0.014000000000000012,35.71428571428568
Mean1,1.3245,1.3245,1.35525,0.030750000000000055,False,0.1439999999999999,0.17474999999999996,1,0.4812853467061643,1.3395000000000001,0.015000000000000124,0.01574999999999993,32.52032520325197
Mean1,1.49925,1.49925,1.5275,0.02825000000000011,False,0.14249999999999985,0.17074999999999996,1,0.4423913057611952,1.5130000000000001,0.013750000000000151,0.014499999999999957,35.39823008849544
Mean1,1.67,1.67,1.6975,0.02750000000000008,False,0.14375000000000004,0.17125000000000012,1,0.4366306867913473,1.68375,0.013750000000000151,0.013749999999999929,36.36363636363626
Mean1,1.84125,1.84125,1.8715,0.030249999999999888,False,0.14500000000000024,0.17525000000000013,1,0.4615144824903275,1.85625,0.014999999999999902,0.015249999999999986,33.057851239669546
Mean1,2.0165,2.0165,2.04475,0.028249999999999886,False,0.14250000000000007,0.17074999999999996,1,0.4439871642818245,2.0300000000000002,0.013500000000000068,0.014749999999999819,35.398230088495716
Mean1,2.18725,2.18725,2.21525,0.028000000000000025,False,0.14374999999999982,0.17174999999999985,1,0.4507213882287641,2.20125,0.01399999999999979,0.014000000000000234,35.71428571428568
Mean1,2.359,2.359,2.3895,0.03049999999999997,False,0.14475000000000016,0.17525000000000013,1,0.46939041988582125,2.37425,0.015249999999999986,0.015249999999999986,32.78688524590167
Mean1,2.53425,2.53425,2.56225,0.028000000000000025,False,0.1419999999999999,0.16999999999999993,1,0.4424402770223174,2.548,0.013749999999999929,0.014250000000000096,35.71428571428568
Mean1,2.70425,2.70425,2.73275,0.028499999999999748,False,0.14425,0.17274999999999974,1,0.44392098269336333,2.7182500000000003,0.014000000000000234,0.014499999999999513,35.08771929824592
Mean1,2.877,2.877,2.90725,0.03025000000000011,False,0.1445000000000003,0.1747500000000004,1,0.4669351361646812,2.8925,0.015500000000000291,0.014749999999999819,33.057851239669304
Mean1,3.05175,3.05175,3.07975,0.028000000000000025,False,0.1419999999999999,0.16999999999999993,1,0.4469002120839295,3.06575,0.01399999999999979,0.014000000000000234,35.71428571428568
Mean1,3.22175,3.22175,3.2510000000000003,0.02925000000000022,False,0.1447499999999997,0.17399999999999993,1,0.4538921014514005,3.23575,0.01399999999999979,0.01525000000000043,34.18803418803393
Mean1,3.39575,3.39575,3.42575,0.029999999999999805,False,0.14375000000000027,0.17375000000000007,1,0.4656430105298026,3.411,0.015249999999999986,0.014749999999999819,33.33333333333355
Mean1,3.5695,3.5695,3.597,0.027499999999999858,False,0.14300000000000024,0.1705000000000001,1,0.4378968301969273,3.5835,0.01399999999999979,0.013500000000000068,36.36363636363655
Mean1,3.74,3.74,3.77,0.029999999999999805,False,0.14500000000000002,0.17499999999999982,1,0.45656906560508526,3.75425,0.014249999999999652,0.015750000000000153,33.33333333333355
Mean1,3.915,3.915,3.94425,0.029249999999999776,False,0.14250000000000052,0.1717500000000003,1,0.4663065416119676,3.9295,0.014499999999999957,0.014749999999999819,34.18803418803445
Mean1,4.08675,4.08675,4.11475,0.02799999999999958,False,0.14400000000000013,0.1719999999999997,1,0.4535061174704882,4.10075,0.013999999999999346,0.014000000000000234,35.71428571428625
Mean1,4.25875,4.25875,4.289,0.030249999999999666,False,0.14524999999999988,0.17549999999999955,1,0.4624450187534301,4.2735,0.014750000000000263,0.015499999999999403,33.05785123966979
Mean1,4.43425,4.43425,4.46225,0.02800000000000047,False,0.14250000000000007,0.17050000000000054,1,0.4423411322295011,4.448,0.013750000000000817,0.014249999999999652,35.71428571428512
Mean1,4.60475,4.60475,4.63325,0.028500000000000192,False,0.14499999999999957,0.17349999999999977,1,0.44535057593778393,4.61875,0.014000000000000234,0.014499999999999957,35.087719298245375
