,,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency
Mean1,50.72375,50.72375,50.753,0.029249999999997556,False,0.1454999999999984,0.17474999999999596,1,0.46633470277444133,50.73825,0.014499999999998181,0.014749999999999375,34.188034188037044
Mean1,50.8985,50.8985,50.9285,0.030000000000001137,False,0.14974999999999739,0.17974999999999852,1,0.4627580256672593,50.91275,0.014250000000004093,0.015749999999997044,33.33333333333207
Mean1,51.07825,51.07825,51.10625,0.028000000000005798,False,0.14799999999999613,0.17600000000000193,1,0.46374717992523473,51.0925,0.014250000000004093,0.013750000000001705,35.71428571427832
Mean1,51.25425,51.25425,51.2845,0.03025000000000233,False,0.146250000000002,0.17650000000000432,1,0.4737292894413188,51.26975,0.015500000000002956,0.014749999999999375,33.057851239666874
Mean1,51.43075,51.43075,51.45975,0.028999999999996362,False,0.15075000000000216,0.17974999999999852,1,0.4553269790889955,51.44475,0.013999999999995794,0.015000000000000568,34.48275862069398
Mean1,51.6105,51.6105,51.6385,0.027999999999998693,False,0.14699999999999847,0.17499999999999716,1,0.45089240796032765,51.62425,0.013750000000001705,0.014249999999996987,35.714285714287385
Mean1,51.7855,51.7855,51.81625,0.030749999999997613,False,0.14700000000000557,0.17775000000000318,1,0.4759875154796693,51.801,0.015500000000002956,0.015249999999994657,32.52032520325456
Mean1,51.96325,51.96325,51.9915,0.028249999999999886,False,0.15124999999999744,0.17949999999999733,1,0.4663053218845482,51.97725,0.013999999999995794,0.014250000000004093,35.398230088495716
Mean1,52.14275,52.14275,52.1715,0.028750000000002274,False,0.1460000000000008,0.17475000000000307,1,0.4677871303280505,52.15675,0.014000000000002899,0.014749999999999375,34.78260869564942
Mean1,52.3175,52.3175,52.348,0.03049999999999642,False,0.14800000000000324,0.17849999999999966,1,0.4691411903874746,52.332,0.014499999999998181,0.015999999999998238,32.78688524590549
Mean1,52.496,52.496,52.52375,0.0277499999999975,False,0.15024999999999977,0.17799999999999727,1,0.44465492528299433,52.51,0.013999999999995794,0.013750000000001705,36.036036036039285
Mean1,52.674,52.674,52.7035,0.02949999999999875,False,0.1457499999999996,0.17524999999999835,1,0.4659358085479057,52.68875,0.014749999999999375,0.014749999999999375,33.8983050847472
Mean1,52.84925,52.84925,52.87925,0.030000000000001137,False,0.1495000000000033,0.17950000000000443,1,0.46469731352932836,52.8635,0.014250000000004093,0.015749999999997044,33.33333333333207
Mean1,53.02875,53.02875,53.05675,0.027999999999998693,False,0.14874999999999972,0.1767499999999984,1,0.4631222300294645,53.04275,0.013999999999995794,0.014000000000002899,35.714285714287385
Mean1,53.2055,53.2055,53.236000000000004,0.030500000000003524,False,0.1454999999999984,0.17600000000000193,1,0.49041679992254933,53.221000000000004,0.015500000000002956,0.015000000000000568,32.78688524589785
Mean1,53.3815,53.3815,53.411,0.02949999999999875,False,0.15075000000000216,0.1802500000000009,1,0.4568644095661614,53.39575,0.014249999999996987,0.015250000000001762,33.8983050847472
Mean1,53.56175,53.56175,53.5895,0.0277499999999975,False,0.14775000000000205,0.17549999999999955,1,0.4446536791535285,53.5755,0.0137499999999946,0.014000000000002899,36.036036036039285
Mean1,53.73725,53.73725,53.76775,0.03049999999999642,False,0.14624999999999488,0.1767499999999913,1,0.47482303059964504,53.753,0.015749999999997044,0.014749999999999375,32.78688524590549
Mean1,53.913999999999994,53.913999999999994,53.9425,0.028500000000008185,False,0.15099999999999625,0.17950000000000443,1,0.45191852825903944,53.928000000000004,0.014000000000010004,0.014499999999998181,35.087719298235534
Mean1,54.0935,54.0935,54.122,0.02850000000000108,False,0.14699999999999847,0.17549999999999955,1,0.4611324732163331,54.1075,0.014000000000002899,0.014499999999998181,35.08771929824429
Mean1,54.269,54.269,54.29975,0.030750000000004718,False,0.14699999999999847,0.17775000000000318,1,0.4904929939487207,54.28425,0.015250000000001762,0.015500000000002956,32.52032520324704
Mean1,54.44675,54.44675,54.47475,0.027999999999998693,False,0.15149999999999864,0.17949999999999733,1,0.44668611989147083,54.460750000000004,0.014000000000002899,0.013999999999995794,35.714285714287385
Mean1,54.62625,54.62625,54.65475,0.02850000000000108,False,0.146250000000002,0.17475000000000307,1,0.4561741899375898,54.64,0.013750000000001705,0.014749999999999375,35.08771929824429
Mean1,54.801,54.801,54.8315,0.03049999999999642,False,0.14849999999999852,0.17899999999999494,1,0.4701839910816274,54.81575,0.014749999999999375,0.015749999999997044,32.78688524590549
Mean1,54.98,54.98,55.0075,0.02750000000000341,False,0.14999999999999858,0.177500000000002,1,0.44687290810386837,54.99375,0.013750000000001705,0.013750000000001705,36.363636363631855
Mean1,55.1575,55.1575,55.18725,0.029749999999999943,False,0.1460000000000008,0.17575000000000074,1,0.478087788957678,55.17225,0.014749999999999375,0.015000000000000568,33.613445378151326
Mean1,55.33325,55.33325,55.36375,0.030500000000003524,False,0.1492500000000021,0.17975000000000563,1,0.47995707287580947,55.34775,0.014499999999998181,0.016000000000005343,32.78688524589785
Mean1,55.513000000000005,55.513000000000005,55.5405,0.027499999999996305,False,0.1490000000000009,0.17649999999999721,1,0.44045564079650745,55.52675,0.0137499999999946,0.013750000000001705,36.36363636364125
Mean1,55.6895,55.6895,55.7195,0.02999999999999403,False,0.146250000000002,0.17624999999999602,1,0.4690231920136102,55.704750000000004,0.015250000000001762,0.01474999999999227,33.333333333339965
